tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
299,weather,UA-2515-DFW-CLT,7:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:31 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:31 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
300,weather,AA-400-DFW-JFK,10:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:02 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:59 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:04 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
301,weather,UA-664-ORD-PHL,1:33 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:48 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:31 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:23 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
302,weather,AA-1522-SFO-ORD,11:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:11 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:50 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:42 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
303,weather,UA-233-LAX-JFK,4:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:28 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:29 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:01 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
304,weather,AA-3823-LAX-DEN,9:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:06 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:49 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
305,weather,AA-2312-DFW-DTW,8:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,11:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,11:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
306,weather,AA-1165-JFK-MIA,6:59 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:23 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:34 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:04 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
307,weather,AA-431-MIA-SFO,8:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:52 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:50 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:44 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
308,weather,UA-257-JFK-SFO,2:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:42 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
309,weather,UA-3373-IAD-PHL,8:29 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:37 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:24 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:13 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
310,weather,AA-649-ORD-SNA,1:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:41 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
311,weather,CO-1250-MIA-IAH,2:53 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:01 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:48 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:59 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
312,weather,UA-6273-YYC-SFO,7:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:41 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:43 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
313,weather,UA-858-PVG-SFO,1:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:32 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:27 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:02 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
314,weather,UA-2704-DTW-PHX,11:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:47 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,1:40 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:02 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
315,weather,AA-3063-SLC-LAX,8:20 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:40 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:20 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:11 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
316,weather,UA-2708-EWR-CLT,2:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:04 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:53 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:24 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
317,weather,UA-62-IAH-EWR,2:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:48 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:03 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
318,weather,AA-3804-PHL-ORD,2:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:44 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:36 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
319,weather,AA-1917-JFK-MCO,2:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:27 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
320,weather,AA-2268-PHX-ORD,7:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:23 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:04 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
321,weather,UA-2314-ATL-PHL,2:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:04 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:47 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
322,weather,AA-4277-CVG-JFK,12:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:11 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
323,weather,AA-2957-DFW-CVG,7:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:04 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:01 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
324,weather,UA-37-EDI-EWR,9:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:53 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:09 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
325,weather,AA-789-ORD-DEN,1:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:19 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:13 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
326,weather,UA-854-SFO-IAH,7:53 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:07 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,1:39 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
327,weather,AA-415-BOS-ORD,8:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:16 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
328,weather,AA-85-JFK-SFO,3:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:38 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
329,weather,AA-3786-IAH-ORD,4:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:12 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:40 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
330,weather,CO-50-CLE-EWR,2:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:31 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:49 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:26 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
331,weather,UA-3099-PHX-PHL,11:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:17 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:38 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
332,weather,AA-4198-ORD-CLE,10:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
333,weather,AA-404-MIA-MCO,6:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:58 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
334,weather,CO-45-EWR-MIA,4:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:58 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:36 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
335,weather,AA-3809-PHX-LAX,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:19 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
336,weather,AA-59-JFK-SFO,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:12 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
337,weather,AA-222-LAX-BOS,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:32 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,3:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:14 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
338,airtravelcenter,AA-3859-IAH-ORD,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:16 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:22 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
339,airtravelcenter,CO-1586-IAH-MCO,7:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:42 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,10:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,10:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
340,airtravelcenter,AA-518-MIA-JFK,6:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:54 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:28 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
341,airtravelcenter,UA-397-JFK-SFO,8:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:29 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:58 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
342,airtravelcenter,UA-3925-IAD-ORF,8:41 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:42 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:54 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:43 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
343,airtravelcenter,AA-1733-ORD-PHX,7:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:59 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,10:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,10:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
344,airtravelcenter,UA-2830-MCO-CLT,3:27 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:17 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
345,airtravelcenter,CO-58-DEN-IAH,11:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:32 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:31 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
346,airtravelcenter,AA-1544-SAN-ORD,11:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:41 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:56 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
347,airtravelcenter,UA-5487-SFO-MRY,10:39 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:53 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:19 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:21 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
348,airtravelcenter,AA-204-LAX-MCO,11:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,11:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12211 6:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
349,airtravelcenter,UA-414-LAX-SFO,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:23 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:17 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
350,airtravelcenter,CO-1614-LAX-IAH,12:30 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:41 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,5:26 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
351,airtravelcenter,UA-2726-FLL-PHL,4:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:46 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
352,airtravelcenter,CO-52-IAH-LAX,7:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:21 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:09 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
353,airtravelcenter,CO-1090-BOS-IAH,9:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:19 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,1:16 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:19 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
354,airtravelcenter,AA-616-DFW-DTW,9:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:11 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:27 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
355,airtravelcenter,UA-3515-IAD-MSP,8:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:26 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:06 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
356,airtravelcenter,AA-3468-CVG-MIA,7:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:25 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
357,airtravelcenter,AA-484-DFW-MIA,4:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:29 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:39 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
358,airtravelcenter,AA-1886-BOS-MIA,10:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:55 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:20 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:40 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
359,airtravelcenter,CO-62-IAH-EWR,2:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:48 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:03 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
360,airtravelcenter,CO-1561-PHX-IAH,8:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:32 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
361,airtravelcenter,UA-2314-ATL-PHL,2:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:04 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:47 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
362,airtravelcenter,AA-446-DFW-PHL,11:50 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:13 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:50 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:09 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
363,airtravelcenter,CO-1023-IAH-DEN,11:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:06 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:17 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:14 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
364,airtravelcenter,AA-466-IAH-MIA,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:09 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:20 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
365,airtravelcenter,UA-3050-PHX-CLT,11:05 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,4:57 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:05 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
366,airtravelcenter,CO-89-IAH-EWR,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:02 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:20 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:27 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
367,airtravelcenter,CO-1088-CLE-IAH,8:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:54 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
368,airtravelcenter,AA-1664-MIA-ATL,10:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:19 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,11:50 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
369,airtravelcenter,AA-1279-DFW-PHX,1:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:04 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:13 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
370,airtravelcenter,UA-854-SFO-IAH,7:53 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,8:07 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,1:39 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
371,airtravelcenter,UA-382-IAD-LAX,12:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:56 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:19 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:21 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
372,airtravelcenter,AA-4344-ORD-DTW,11:45 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:14 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
373,airtravelcenter,UA-257-JFK-SFO,2:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:42 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
374,airtravelcenter,UA-2945-PHL-CLT,12:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:08 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
375,airtravelcenter,CO-63-EWR-IAH,5:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:38 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:22 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:03 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
376,airtravelcenter,CO-47-IAH-LAX,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:56 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:38 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
377,airtravelcenter,AA-2050-ORD-MIA,10:40 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,11:06 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,2:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:46 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
378,airtravelcenter,UA-248-PHX-ORD,12:57 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,1:43 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,5:34 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
379,airtravelcenter,AA-4330-CVG-ORD,3:35 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:36 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,4:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:33 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
380,airtravelcenter,AA-1434-DFW-MCO,7:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:22 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,10:29 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
381,airtravelcenter,AA-1640-MIA-MCO,6:30 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:47 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:25 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
382,airtravelcenter,AA-4307-ORD-DTW,6:45 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,6:56 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,9:10 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,8:53 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
383,airtravelcenter,AA-3-JFK-LAX,12:00 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:12 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,3:16 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
384,airtravelcenter,CO-1694-LAX-IAH,7:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:15 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:21 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:21 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
385,airtravelcenter,UA-843-LAX-ORD,1:55 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,2:38 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:53 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,7:58 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
386,airtravelcenter,CO-1193-EWR-MCO,9:15 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:14 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,12:18 p.m.m. a.m. p.m. a.m. p.m. a.m. p....,12:09 p.m.m. a.m. p.m. a.m. p.m. a.m. p....
387,airtravelcenter,AA-3842-MSP-ORD,6:00 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,6:56 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:30 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:51 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
388,airtravelcenter,AA-643-MIA-ORD,7:10 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,7:31 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:35 p.m.m. a.m. p.m. a.m. p.m. a.m. a....,9:26 p.m.m. a.m. p.m. a.m. p.m. a.m. a....
