row_index,column,error_family,error_type,valeur_originale,valeur_bruitee_vue_par_llm,valeur_produite_par_llm,statut
915,measure_name,real_world_error,real_dirty_value,heart failure patients given smoking cessation advice/counseling,hearx failure paxienxs given smoking cessaxion advice/counseling,hearx failure paxienxs given smoking cessaxion advice/counseling,Non corrigé (regression)
997,measure_name,real_world_error,real_dirty_value,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,Non corrigé (regression)
120,score,real_world_error,real_dirty_value,100%,x00%,00%,Mal corrigé (valeur différente mais fausse)
158,score,real_world_error,real_dirty_value,98%,9x%,9%,Mal corrigé (valeur différente mais fausse)
163,score,real_world_error,real_dirty_value,57%,x7%,7%,Mal corrigé (valeur différente mais fausse)
187,score,real_world_error,real_dirty_value,95%,95x,95%,Corrigé
208,score,real_world_error,real_dirty_value,95%,x5%,5%,Mal corrigé (valeur différente mais fausse)
237,score,real_world_error,real_dirty_value,97%,9x%,9%,Mal corrigé (valeur différente mais fausse)
238,score,real_world_error,real_dirty_value,99%,xx%,100%,Mal corrigé (valeur différente mais fausse)
252,score,real_world_error,real_dirty_value,89%,89x,89%,Corrigé
256,score,real_world_error,real_dirty_value,96%,x6%,6%,Mal corrigé (valeur différente mais fausse)
336,score,real_world_error,real_dirty_value,100%,x00%,00%,Mal corrigé (valeur différente mais fausse)
378,score,real_world_error,real_dirty_value,95%,x5%,5%,Mal corrigé (valeur différente mais fausse)
405,score,real_world_error,real_dirty_value,94%,x4%,4%,Mal corrigé (valeur différente mais fausse)
411,score,real_world_error,real_dirty_value,100%,1xx%,1%,Mal corrigé (valeur différente mais fausse)
426,score,real_world_error,real_dirty_value,97%,x7%,7%,Mal corrigé (valeur différente mais fausse)
488,score,real_world_error,real_dirty_value,100%,1xx%,1%,Mal corrigé (valeur différente mais fausse)
506,score,real_world_error,real_dirty_value,93%,93x,93%,Corrigé
514,score,real_world_error,real_dirty_value,100%,1xx%,1%,Mal corrigé (valeur différente mais fausse)
698,score,real_world_error,real_dirty_value,88%,xx%,100%,Mal corrigé (valeur différente mais fausse)
711,score,real_world_error,real_dirty_value,100%,1xx%,1%,Mal corrigé (valeur différente mais fausse)
718,score,real_world_error,real_dirty_value,67%,x7%,7%,Mal corrigé (valeur différente mais fausse)
769,score,real_world_error,real_dirty_value,93%,x3%,3%,Mal corrigé (valeur différente mais fausse)
860,score,real_world_error,real_dirty_value,80%,80x,80%,Corrigé
888,score,real_world_error,real_dirty_value,85%,x5%,5%,Mal corrigé (valeur différente mais fausse)
17,sample,real_world_error,real_dirty_value,37 patients,3x patients,3x patients,Non corrigé (regression)
91,sample,real_world_error,real_dirty_value,619 patients,619 paxienxs,619 paxienxs,Non corrigé (regression)
115,sample,real_world_error,real_dirty_value,0 patients,0 patixnts,0 patixnts,Non corrigé (regression)
133,sample,real_world_error,real_dirty_value,21 patients,21 pxtients,21 pxtients,Non corrigé (regression)
166,sample,real_world_error,real_dirty_value,11 patients,xx patients,xx patients,Non corrigé (regression)
170,sample,real_world_error,real_dirty_value,6 patients,6xpatients,6xpatients,Non corrigé (regression)
224,sample,real_world_error,real_dirty_value,1 patients,1 patiexts,1 patiexts,Non corrigé (regression)
234,sample,real_world_error,real_dirty_value,82 patients,82 patientx,82 patientx,Non corrigé (regression)
316,sample,real_world_error,real_dirty_value,29 patients,29 xatients,29 xatients,Non corrigé (regression)
354,sample,real_world_error,real_dirty_value,10 patients,1x patients,1x patients,Non corrigé (regression)
413,sample,real_world_error,real_dirty_value,125 patients,125 patixnts,125 patixnts,Non corrigé (regression)
418,sample,real_world_error,real_dirty_value,4 patients,4 xatients,4 xatients,Non corrigé (regression)
444,sample,real_world_error,real_dirty_value,521 patients,521 patiexts,521 patiexts,Non corrigé (regression)
462,sample,real_world_error,real_dirty_value,0 patients,x patients,x patients,Non corrigé (regression)
482,sample,real_world_error,real_dirty_value,62 patients,62 patientx,62 patientx,Non corrigé (regression)
496,sample,real_world_error,real_dirty_value,0 patients,0 patxents,0 patxents,Non corrigé (regression)
502,sample,real_world_error,real_dirty_value,44 patients,44 paxienxs,44 paxienxs,Non corrigé (regression)
523,sample,real_world_error,real_dirty_value,257 patients,25x patients,25x patients,Non corrigé (regression)
532,sample,real_world_error,real_dirty_value,87 patients,87 patientx,87 patientx,Non corrigé (regression)
546,sample,real_world_error,real_dirty_value,0 patients,x patients,x patients,Non corrigé (regression)
554,sample,real_world_error,real_dirty_value,74 patients,74 patxents,74 patxents,Non corrigé (regression)
580,sample,real_world_error,real_dirty_value,50 patients,50 pxtients,50 pxtients,Non corrigé (regression)
588,sample,real_world_error,real_dirty_value,172 patients,172 patxents,172 patxents,Non corrigé (regression)
668,sample,real_world_error,real_dirty_value,87 patients,87 paxienxs,87 paxienxs,Non corrigé (regression)
673,sample,real_world_error,real_dirty_value,618 patients,618 xatients,618 xatients,Non corrigé (regression)
776,sample,real_world_error,real_dirty_value,193 patients,193 paxienxs,193 paxienxs,Non corrigé (regression)
845,sample,real_world_error,real_dirty_value,4 patients,4 patiexts,4 patiexts,Non corrigé (regression)
866,sample,real_world_error,real_dirty_value,121 patients,121 patiexts,121 patiexts,Non corrigé (regression)
872,sample,real_world_error,real_dirty_value,15 patients,15 patiexts,15 patiexts,Non corrigé (regression)
905,sample,real_world_error,real_dirty_value,126 patients,126 patxents,126 patxents,Non corrigé (regression)
972,sample,real_world_error,real_dirty_value,27 patients,27 paxienxs,27 paxienxs,Non corrigé (regression)
26,name,real_world_error,real_dirty_value,southeast alabama medical center,southeast alabama medxcal center,southeast alabama medxcal center,Non corrigé (regression)
131,name,real_world_error,real_dirty_value,crenshaw community hospital,crenshaw cxmmunity hxspital,crenshaw cxmmunity hxspital,Non corrigé (regression)
171,name,real_world_error,real_dirty_value,marshall medical center north,marshall medical cenxer norxh,marshall medical cenxer norxh,Non corrigé (regression)
243,name,real_world_error,real_dirty_value,dekalb regional medical center,dexalb regional medical center,dexalb regional medical center,Non corrigé (regression)
337,name,real_world_error,real_dirty_value,flowers hospital,floxers hospital,floxers hospital,Non corrigé (regression)
384,name,real_world_error,real_dirty_value,univ of south alabama medical center,univ ox south alabama medical center,univ ox south alabama medical center,Non corrigé (regression)
385,name,real_world_error,real_dirty_value,univ of south alabama medical center,xniv of soxth alabama medical center,xniv of soxth alabama medical center,Non corrigé (regression)
448,name,real_world_error,real_dirty_value,alaska regional hospital,xlxskx regionxl hospitxl,xlxskx regionxl hospitxl,Non corrigé (regression)
532,name,real_world_error,real_dirty_value,baptist medical center south,baptist medical cexter south,baptist medical cexter south,Non corrigé (regression)
560,name,real_world_error,real_dirty_value,jackson hospital & clinic inc,jaxkson hospital & xlinix inx,jaxkson hospital & xlinix inx,Non corrigé (regression)
654,name,real_world_error,real_dirty_value,wedowee hospital,wedowee hosxital,wedowee hosxital,Non corrigé (regression)
697,name,real_world_error,real_dirty_value,community hospital inc,communitx hospital inc,communitx hospital inc,Non corrigé (regression)
710,name,real_world_error,real_dirty_value,community hospital inc,communixy hospixal inc,communixy hospixal inc,Non corrigé (regression)
730,name,real_world_error,real_dirty_value,cullman regional medical center,cullmxn regionxl medicxl center,cullmxn regionxl medicxl center,Non corrigé (regression)
758,name,real_world_error,real_dirty_value,andalusia regional hospital,andaxusia regionax hospitax,andaxusia regionax hospitax,Non corrigé (regression)
765,name,real_world_error,real_dirty_value,andalusia regional hospital,andaluxia regional hoxpital,andaluxia regional hoxpital,Non corrigé (regression)
777,name,real_world_error,real_dirty_value,huntsville hospital,huntsvxlle hospxtal,huntsvxlle hospxtal,Non corrigé (regression)
903,name,real_world_error,real_dirty_value,riverview regional medical center,rivxrvixw rxgional mxdical cxntxr,rivxrvixw rxgional mxdical cxntxr,Non corrigé (regression)
921,name,real_world_error,real_dirty_value,riverview regional medical center,xivexview xegional medical centex,xivexview xegional medical centex,Non corrigé (regression)
922,name,real_world_error,real_dirty_value,riverview regional medical center,riverview rexional medical center,riverview rexional medical center,Non corrigé (regression)
938,name,real_world_error,real_dirty_value,georgiana hospital,georgiaxa hospital,georgiaxa hospital,Non corrigé (regression)
956,name,real_world_error,real_dirty_value,medical center enterprise,medixal xenter enterprise,medixal xenter enterprise,Non corrigé (regression)
962,name,real_world_error,real_dirty_value,medical center enterprise,medxcal center enterprxse,medxcal center enterprxse,Non corrigé (regression)
987,name,real_world_error,real_dirty_value,st vincents blount,st vincents bxount,st vincents bxount,Non corrigé (regression)
44,zip,real_world_error,real_dirty_value,35957,x5957,5957,Mal corrigé (valeur différente mais fausse)
63,zip,real_world_error,real_dirty_value,35957,3595x,3595,Mal corrigé (valeur différente mais fausse)
70,zip,real_world_error,real_dirty_value,35631,3563x,3563,Mal corrigé (valeur différente mais fausse)
93,zip,real_world_error,real_dirty_value,35631,3563x,3563,Mal corrigé (valeur différente mais fausse)
137,zip,real_world_error,real_dirty_value,36049,36x49,3649,Mal corrigé (valeur différente mais fausse)
139,zip,real_world_error,real_dirty_value,36049,360x9,3609,Mal corrigé (valeur différente mais fausse)
149,zip,real_world_error,real_dirty_value,35640,3x640,3640,Mal corrigé (valeur différente mais fausse)
157,zip,real_world_error,real_dirty_value,35640,3x640,3640,Mal corrigé (valeur différente mais fausse)
196,zip,real_world_error,real_dirty_value,35235,3x23x,323,Mal corrigé (valeur différente mais fausse)
232,zip,real_world_error,real_dirty_value,35968,359x8,3598,Mal corrigé (valeur différente mais fausse)
267,zip,real_world_error,real_dirty_value,36784,x6784,6784,Mal corrigé (valeur différente mais fausse)
283,zip,real_world_error,real_dirty_value,35007,3x007,3007,Mal corrigé (valeur différente mais fausse)
290,zip,real_world_error,real_dirty_value,35007,x5007,5007,Mal corrigé (valeur différente mais fausse)
325,zip,real_world_error,real_dirty_value,36201,36x01,3601,Mal corrigé (valeur différente mais fausse)
332,zip,real_world_error,real_dirty_value,36305,3x305,3305,Mal corrigé (valeur différente mais fausse)
340,zip,real_world_error,real_dirty_value,36305,x6x05,605,Mal corrigé (valeur différente mais fausse)
366,zip,real_world_error,real_dirty_value,35594,3xx94,394,Mal corrigé (valeur différente mais fausse)
375,zip,real_world_error,real_dirty_value,35594,3xx94,394,Mal corrigé (valeur différente mais fausse)
406,zip,real_world_error,real_dirty_value,36067,3x0x7,307,Mal corrigé (valeur différente mais fausse)
420,zip,real_world_error,real_dirty_value,35150,x5150,5150,Mal corrigé (valeur différente mais fausse)
428,zip,real_world_error,real_dirty_value,35150,3x1x0,310,Mal corrigé (valeur différente mais fausse)
490,zip,real_world_error,real_dirty_value,36360,x6x60,660,Mal corrigé (valeur différente mais fausse)
499,zip,real_world_error,real_dirty_value,35960,x5960,5960,Mal corrigé (valeur différente mais fausse)
544,zip,real_world_error,real_dirty_value,36106,3x10x,310,Mal corrigé (valeur différente mais fausse)
679,zip,real_world_error,real_dirty_value,35233,3x233,3233,Mal corrigé (valeur différente mais fausse)
685,zip,real_world_error,real_dirty_value,35233,x52xx,52,Mal corrigé (valeur différente mais fausse)
710,zip,real_world_error,real_dirty_value,36078,36x78,3678,Mal corrigé (valeur différente mais fausse)
750,zip,real_world_error,real_dirty_value,36420,3642x,3642,Mal corrigé (valeur différente mais fausse)
815,zip,real_world_error,real_dirty_value,35903,x590x,590,Mal corrigé (valeur différente mais fausse)
923,zip,real_world_error,real_dirty_value,35901,3590x,3590,Mal corrigé (valeur différente mais fausse)
67,county,real_world_error,real_dirty_value,marshall,mxrshxll,mxrshxll,Non corrigé (regression)
72,county,real_world_error,real_dirty_value,lauderdale,laudxrdalx,laudxrdalx,Non corrigé (regression)
77,county,real_world_error,real_dirty_value,lauderdale,laudexdale,laudexdale,Non corrigé (regression)
136,county,real_world_error,real_dirty_value,crenshaw,crxnshaw,crxnshaw,Non corrigé (regression)
216,county,real_world_error,real_dirty_value,jefferson,jeffersxn,jeffersxn,Non corrigé (regression)
221,county,real_world_error,real_dirty_value,de kalb,dx kalb,dx kalb,Non corrigé (regression)
223,county,real_world_error,real_dirty_value,de kalb,xe kalb,xe kalb,Non corrigé (regression)
227,county,real_world_error,real_dirty_value,de kalb,dx kalb,dx kalb,Non corrigé (regression)
238,county,real_world_error,real_dirty_value,de kalb,xe kalb,xe kalb,Non corrigé (regression)
252,county,real_world_error,real_dirty_value,clarke,xlarke,xlarke,Non corrigé (regression)
312,county,real_world_error,real_dirty_value,calhoun,calhoxn,calhoxn,Non corrigé (regression)
324,county,real_world_error,real_dirty_value,calhoun,caxhoun,caxhoun,Non corrigé (regression)
346,county,real_world_error,real_dirty_value,houston,housxon,housxon,Non corrigé (regression)
415,county,real_world_error,real_dirty_value,talladega,tallaxega,tallaxega,Non corrigé (regression)
456,county,real_world_error,real_dirty_value,jefferson,jxffxrson,jxffxrson,Non corrigé (regression)
457,county,real_world_error,real_dirty_value,jefferson,xefferson,xefferson,Non corrigé (regression)
465,county,real_world_error,real_dirty_value,jefferson,jexxerson,jexxerson,Non corrigé (regression)
502,county,real_world_error,real_dirty_value,cherokee,chxrokxx,chxrokxx,Non corrigé (regression)
513,county,real_world_error,real_dirty_value,cherokee,chxrokxx,chxrokxx,Non corrigé (regression)
527,county,real_world_error,real_dirty_value,montgomery,monxgomery,monxgomery,Non corrigé (regression)
540,county,real_world_error,real_dirty_value,montgomery,montgomexy,montgomexy,Non corrigé (regression)
551,county,real_world_error,real_dirty_value,montgomery,monxgomery,monxgomery,Non corrigé (regression)
578,county,real_world_error,real_dirty_value,chambers,xhambers,xhambers,Non corrigé (regression)
590,county,real_world_error,real_dirty_value,chambers,chaxbers,chaxbers,Non corrigé (regression)
602,county,real_world_error,real_dirty_value,coffee,coffxx,coffxx,Non corrigé (regression)
633,county,real_world_error,real_dirty_value,lee,xee,xee,Non corrigé (regression)
672,county,real_world_error,real_dirty_value,jefferson,jxffxrson,jxffxrson,Non corrigé (regression)
689,county,real_world_error,real_dirty_value,jefferson,jexxerson,jexxerson,Non corrigé (regression)
692,county,real_world_error,real_dirty_value,elmore,elmoxe,elmoxe,Non corrigé (regression)
698,county,real_world_error,real_dirty_value,elmore,elxore,elxore,Non corrigé (regression)
722,county,real_world_error,real_dirty_value,cullman,cxllman,cxllman,Non corrigé (regression)
730,county,real_world_error,real_dirty_value,cullman,cxllman,cxllman,Non corrigé (regression)
752,county,real_world_error,real_dirty_value,covington,coxington,coxington,Non corrigé (regression)
785,county,real_world_error,real_dirty_value,madison,madisxn,madisxn,Non corrigé (regression)
798,county,real_world_error,real_dirty_value,madison,madisox,madisox,Non corrigé (regression)
895,county,real_world_error,real_dirty_value,fayette,fayexxe,fayexxe,Non corrigé (regression)
917,county,real_world_error,real_dirty_value,etowah,etowxh,etowxh,Non corrigé (regression)
943,county,real_world_error,real_dirty_value,butler,butxer,butxer,Non corrigé (regression)
966,county,real_world_error,real_dirty_value,coffee,cxffee,cxffee,Non corrigé (regression)
24,phone,real_world_error,real_dirty_value,3347938701,334793870x,334793870,Mal corrigé (valeur différente mais fausse)
36,phone,real_world_error,real_dirty_value,3347938701,xx479x8701,4798701,Mal corrigé (valeur différente mais fausse)
57,phone,real_world_error,real_dirty_value,2565938310,2x6x938310,26938310,Mal corrigé (valeur différente mais fausse)
60,phone,real_world_error,real_dirty_value,2565938310,2x6x938310,26938310,Mal corrigé (valeur différente mais fausse)
65,phone,real_world_error,real_dirty_value,2565938310,2565x38310,256538310,Mal corrigé (valeur différente mais fausse)
101,phone,real_world_error,real_dirty_value,3344933541,3344x33541,334433541,Mal corrigé (valeur différente mais fausse)
217,phone,real_world_error,real_dirty_value,2058383122,2058x8x122,20588122,Mal corrigé (valeur différente mais fausse)
228,phone,real_world_error,real_dirty_value,2568453150,2568453x50,256845350,Mal corrigé (valeur différente mais fausse)
247,phone,real_world_error,real_dirty_value,3346366221,xx46x66221,4666221,Mal corrigé (valeur différente mais fausse)
261,phone,real_world_error,real_dirty_value,3346366221,334x3xx221,3343221,Mal corrigé (valeur différente mais fausse)
321,phone,real_world_error,real_dirty_value,2562358900,256235x900,256235900,Mal corrigé (valeur différente mais fausse)
342,phone,real_world_error,real_dirty_value,3347935000,xx479x5000,4795000,Mal corrigé (valeur différente mais fausse)
381,phone,real_world_error,real_dirty_value,2514717110,25x47x7xx0,254770,Mal corrigé (valeur différente mais fausse)
384,phone,real_world_error,real_dirty_value,2514717110,25x47x7xx0,254770,Mal corrigé (valeur différente mais fausse)
386,phone,real_world_error,real_dirty_value,2514717110,25x47x7xx0,254770,Mal corrigé (valeur différente mais fausse)
393,phone,real_world_error,real_dirty_value,3343614267,33x361x267,33361267,Mal corrigé (valeur différente mais fausse)
471,phone,real_world_error,real_dirty_value,3347742601,334774x601,334774601,Mal corrigé (valeur différente mais fausse)
516,phone,real_world_error,real_dirty_value,3342882100,3342xx2100,33422100,Mal corrigé (valeur différente mais fausse)
548,phone,real_world_error,real_dirty_value,3342938000,3342938xxx,3342938,Mal corrigé (valeur différente mais fausse)
561,phone,real_world_error,real_dirty_value,3342938000,33x2938000,332938000,Mal corrigé (valeur différente mais fausse)
562,phone,real_world_error,real_dirty_value,3342938000,3342938xxx,3342938,Mal corrigé (valeur différente mais fausse)
572,phone,real_world_error,real_dirty_value,3347561400,334x561400,334561400,Mal corrigé (valeur différente mais fausse)
593,phone,real_world_error,real_dirty_value,3348972257,33x8972257,338972257,Mal corrigé (valeur différente mais fausse)
666,phone,real_world_error,real_dirty_value,2059344011,20593xx011,20593011,Mal corrigé (valeur différente mais fausse)
699,phone,real_world_error,real_dirty_value,3342836541,334x836541,334836541,Mal corrigé (valeur différente mais fausse)
713,phone,real_world_error,real_dirty_value,3342836541,33x28365x1,33283651,Mal corrigé (valeur différente mais fausse)
751,phone,real_world_error,real_dirty_value,3342228466,334xxx8466,3348466,Mal corrigé (valeur différente mais fausse)
763,phone,real_world_error,real_dirty_value,3342228466,33422284xx,33422284,Mal corrigé (valeur différente mais fausse)
824,phone,real_world_error,real_dirty_value,2564944000,2564944xxx,2564944,Mal corrigé (valeur différente mais fausse)
855,phone,real_world_error,real_dirty_value,2059216200,x059x16x00,591600,Mal corrigé (valeur différente mais fausse)
865,phone,real_world_error,real_dirty_value,2059216200,20x9216200,209216200,Mal corrigé (valeur différente mais fausse)
881,phone,real_world_error,real_dirty_value,2059325966,x0593x5966,5935966,Mal corrigé (valeur différente mais fausse)
883,phone,real_world_error,real_dirty_value,2059325966,x0593x5966,5935966,Mal corrigé (valeur différente mais fausse)
916,phone,real_world_error,real_dirty_value,2565435200,x565435x00,56543500,Mal corrigé (valeur différente mais fausse)
16,type,real_world_error,real_dirty_value,acute care hospitals,acuxe care hospixals,acute care hospitals,Corrigé
39,type,real_world_error,real_dirty_value,acute care hospitals,acxte care hospitals,acxte care hospitals,Non corrigé (regression)
98,type,real_world_error,real_dirty_value,acute care hospitals,acute care hosxitals,acute care hospitals,Corrigé
199,type,real_world_error,real_dirty_value,acute care hospitals,acute care hosxitals,acute care hospitals,Corrigé
213,type,real_world_error,real_dirty_value,acute care hospitals,acutx carx hospitals,acute care hospitals,Corrigé
266,type,real_world_error,real_dirty_value,acute care hospitals,acuxe care hospixals,acute care hospitals,Corrigé
280,type,real_world_error,real_dirty_value,acute care hospitals,acutexcarexhospitals,acute care hospitals,Corrigé
293,type,real_world_error,real_dirty_value,acute care hospitals,acuxe care hospixals,acute care hospitals,Corrigé
411,type,real_world_error,real_dirty_value,acute care hospitals,acute care hosxitals,acute care hospitals,Corrigé
413,type,real_world_error,real_dirty_value,acute care hospitals,acuxe care hospixals,acute care hospitals,Corrigé
453,type,real_world_error,real_dirty_value,acute care hospitals,acute care hospitaxs,acute care hospitaxs,Non corrigé (regression)
490,type,real_world_error,real_dirty_value,acute care hospitals,acute caxe hospitals,acute caxe hospitals,Non corrigé (regression)
493,type,real_world_error,real_dirty_value,acute care hospitals,acute care hxspitals,acute care hxspitals,Non corrigé (regression)
497,type,real_world_error,real_dirty_value,acute care hospitals,acutx carx hospitals,acute care hospitals,Corrigé
511,type,real_world_error,real_dirty_value,acute care hospitals,acuxe care hospixals,acute care hospitals,Corrigé
532,type,real_world_error,real_dirty_value,acute care hospitals,acute care hosxitals,acute care hospitals,Corrigé
588,type,real_world_error,real_dirty_value,acute care hospitals,acuxe care hospixals,acute care hospitals,Corrigé
634,type,real_world_error,real_dirty_value,acute care hospitals,acuxe care hospixals,acute care hospitals,Corrigé
695,type,real_world_error,real_dirty_value,acute care hospitals,acute cxre hospitxls,acute cxre hospitxls,Non corrigé (regression)
705,type,real_world_error,real_dirty_value,acute care hospitals,acutexcarexhospitals,acute care hospitals,Corrigé
729,type,real_world_error,real_dirty_value,acute care hospitals,acutexcarexhospitals,acute care hospitals,Corrigé
779,type,real_world_error,real_dirty_value,acute care hospitals,acutexcarexhospitals,acute care hospitals,Corrigé
782,type,real_world_error,real_dirty_value,acute care hospitals,acute care hospitaxs,acute care hospitaxs,Non corrigé (regression)
814,type,real_world_error,real_dirty_value,acute care hospitals,axute care hospitals,axute care hospitals,Non corrigé (regression)
848,type,real_world_error,real_dirty_value,acute care hospitals,acute caxe hospitals,acute caxe hospitals,Non corrigé (regression)
877,type,real_world_error,real_dirty_value,acute care hospitals,acute care hoxpitalx,acute care hoxpitalx,Non corrigé (regression)
902,type,real_world_error,real_dirty_value,acute care hospitals,acutexcarexhospitals,acute care hospitals,Corrigé
926,type,real_world_error,real_dirty_value,acute care hospitals,acuxe care hospixals,acute care hospitals,Corrigé
949,type,real_world_error,real_dirty_value,acute care hospitals,acute care hosxitals,acute care hospitals,Corrigé
956,type,real_world_error,real_dirty_value,acute care hospitals,acute xare hospitals,acute xare hospitals,Non corrigé (regression)
964,type,real_world_error,real_dirty_value,acute care hospitals,acutexcarexhospitals,acute care hospitals,Corrigé
976,type,real_world_error,real_dirty_value,acute care hospitals,acutexcarexhospitals,acute care hospitals,Corrigé
22,owner,real_world_error,real_dirty_value,government - hospital district or authority,government - hospxtal dxstrxct or authorxty,government - hospxtal dxstrxct or authorxty,Non corrigé (regression)
27,owner,real_world_error,real_dirty_value,government - hospital district or authority,government - hospital xistrict or authority,government - hospital xistrict or authority,Non corrigé (regression)
31,owner,real_world_error,real_dirty_value,government - hospital district or authority,governmenx - hospixal disxricx or auxhorixy,governmenx - hospixal disxricx or auxhorixy,Non corrigé (regression)
42,owner,real_world_error,real_dirty_value,government - hospital district or authority,gxvernment - hxspital district xr authxrity,gxvernment - hxspital district xr authxrity,Non corrigé (regression)
113,owner,real_world_error,real_dirty_value,voluntary non-profit - private,volunxary non-profix - privaxe,volunxary non-profix - privaxe,Non corrigé (regression)
157,owner,real_world_error,real_dirty_value,proprietary,pxopxietaxy,pxopxietaxy,Non corrigé (regression)
159,owner,real_world_error,real_dirty_value,proprietary,proxrietary,proxrietary,Non corrigé (regression)
162,owner,real_world_error,real_dirty_value,proprietary,xroprietary,xroprietary,Non corrigé (regression)
164,owner,real_world_error,real_dirty_value,proprietary,pxopxietaxy,pxopxietaxy,Non corrigé (regression)
216,owner,real_world_error,real_dirty_value,voluntary non-profit - private,volunxary non-profix - privaxe,volunxary non-profix - privaxe,Non corrigé (regression)
218,owner,real_world_error,real_dirty_value,voluntary non-profit - private,voluntary nonxprofit x private,voluntary nonxprofit x private,Non corrigé (regression)
221,owner,real_world_error,real_dirty_value,voluntary non-profit - church,voluntaryxnon-profitx-xchurch,voluntaryxnon-profitx-xchurch,Non corrigé (regression)
238,owner,real_world_error,real_dirty_value,voluntary non-profit - church,voxuntary non-profit - church,voxuntary non-profit - church,Non corrigé (regression)
247,owner,real_world_error,real_dirty_value,government - federal,governxent - federal,governxent - federal,Non corrigé (regression)
313,owner,real_world_error,real_dirty_value,proprietary,prxprietary,prxprietary,Non corrigé (regression)
332,owner,real_world_error,real_dirty_value,proprietary,proxrietary,proxrietary,Non corrigé (regression)
356,owner,real_world_error,real_dirty_value,proprietary,prxprietary,prxprietary,Non corrigé (regression)
449,owner,real_world_error,real_dirty_value,proprietary,proxrietary,proxrietary,Non corrigé (regression)
456,owner,real_world_error,real_dirty_value,government - hospital district or authority,gxvernment - hxspital district xr authxrity,gxvernment - hxspital district xr authxrity,Non corrigé (regression)
493,owner,real_world_error,real_dirty_value,voluntary non-profit - private,voluntaryxnon-profitx-xprivate,voluntaryxnon-profitx-xprivate,Non corrigé (regression)
526,owner,real_world_error,real_dirty_value,voluntary non-profit - church,volxntary non-profit - chxrch,volxntary non-profit - chxrch,Non corrigé (regression)
572,owner,real_world_error,real_dirty_value,voluntary non-profit - other,voluntary non-profit - otxer,voluntary non-profit - otxer,Non corrigé (regression)
744,owner,real_world_error,real_dirty_value,proprietary,prxprietary,prxprietary,Non corrigé (regression)
784,owner,real_world_error,real_dirty_value,government - hospital district or authority,goverxmext - hospital district or authority,goverxmext - hospital district or authority,Non corrigé (regression)
846,owner,real_world_error,real_dirty_value,voluntary non-profit - private,voluntaxy non-pxofit - pxivate,voluntaxy non-pxofit - pxivate,Non corrigé (regression)
868,owner,real_world_error,real_dirty_value,voluntary non-profit - private,voluxtary xox-profit - private,voluxtary xox-profit - private,Non corrigé (regression)
872,owner,real_world_error,real_dirty_value,voluntary non-profit - private,voluntaxy non-pxofit - pxivate,voluntaxy non-pxofit - pxivate,Non corrigé (regression)
