row_index,column,original_value,injected_value,error_type,error_family,noise_level
92588,reservation_status_date,2016-07-09,09/07/2016,date_format_inconsistency,format_errors,low
83270,reservation_status_date,2016-01-27,01/27/2016,date_format_inconsistency,format_errors,low
44210,reservation_status_date,2015-10-04,"October 04, 2015",date_format_inconsistency,format_errors,low
2824,reservation_status_date,2015-11-02,11/02/2015,date_format_inconsistency,format_errors,low
116676,reservation_status_date,2017-07-23,1500768000,date_format_inconsistency,format_errors,low
76742,reservation_status_date,2015-08-07,2015/08/07,date_format_inconsistency,format_errors,low
78510,reservation_status_date,2016-03-15,"March 15, 2016",date_format_inconsistency,format_errors,low
116935,reservation_status_date,2017-07-27,1501113600,date_format_inconsistency,format_errors,low
99255,reservation_status_date,2016-10-11,10/11/2016,date_format_inconsistency,format_errors,low
106694,reservation_status_date,2017-03-01,01/03/2017,date_format_inconsistency,format_errors,low
44833,reservation_status_date,2015-10-16,1444953600,date_format_inconsistency,format_errors,low
107578,reservation_status_date,2017-03-15,1489536000,date_format_inconsistency,format_errors,low
3664,reservation_status_date,2016-01-03,01/03/2016,date_format_inconsistency,format_errors,low
61910,reservation_status_date,2016-12-12,12-Dec-2016,date_format_inconsistency,format_errors,low
93438,reservation_status_date,2016-07-22,07/22/2016,date_format_inconsistency,format_errors,low
91325,reservation_status_date,2016-06-20,20-Jun-2016,date_format_inconsistency,format_errors,low
18908,reservation_status_date,2015-12-03,2015/12/03,date_format_inconsistency,format_errors,low
20419,reservation_status_date,2016-03-18,2016/03/18,date_format_inconsistency,format_errors,low
99733,reservation_status_date,2016-10-16,16-Oct-2016,date_format_inconsistency,format_errors,low
56546,reservation_status_date,2016-07-11,2016/07/11,date_format_inconsistency,format_errors,low
112514,reservation_status_date,2017-07-20,20-Jul-2017,date_format_inconsistency,format_errors,low
26807,reservation_status_date,2016-08-12,2016/08/12,date_format_inconsistency,format_errors,low
99838,reservation_status_date,2016-10-19,10/19/2016,date_format_inconsistency,format_errors,low
6901,reservation_status_date,2016-02-22,"February 22, 2016",date_format_inconsistency,format_errors,low
43471,reservation_status_date,2015-09-20,"September 20, 2015",date_format_inconsistency,format_errors,low
44309,reservation_status_date,2015-09-09,09-Sep-2015,date_format_inconsistency,format_errors,low
108154,reservation_status_date,2017-03-24,24/03/2017,date_format_inconsistency,format_errors,low
18920,reservation_status_date,2015-12-04,12/04/2015,date_format_inconsistency,format_errors,low
58276,reservation_status_date,2016-10-07,1475798400,date_format_inconsistency,format_errors,low
55406,reservation_status_date,2016-04-03,03/04/2016,date_format_inconsistency,format_errors,low
29087,reservation_status_date,2016-10-20,20-Oct-2016,date_format_inconsistency,format_errors,low
19472,reservation_status_date,2015-12-22,22-Dec-2015,date_format_inconsistency,format_errors,low
76550,reservation_status_date,2015-07-23,"July 23, 2015",date_format_inconsistency,format_errors,low
84636,reservation_status_date,2016-03-02,02/03/2016,date_format_inconsistency,format_errors,low
27225,reservation_status_date,2016-08-23,23/08/2016,date_format_inconsistency,format_errors,low
41061,reservation_status_date,2015-08-16,08/16/2015,date_format_inconsistency,format_errors,low
84279,reservation_status_date,2016-02-22,22/02/2016,date_format_inconsistency,format_errors,low
89352,reservation_status_date,2016-09-14,14/09/2016,date_format_inconsistency,format_errors,low
32531,reservation_status_date,2017-01-29,29/01/2017,date_format_inconsistency,format_errors,low
75845,reservation_status_date,2015-07-06,07/06/2015,date_format_inconsistency,format_errors,low
66439,reservation_status_date,2017-02-16,1487203200,date_format_inconsistency,format_errors,low
119344,reservation_status_date,2017-09-03,03-Sep-2017,date_format_inconsistency,format_errors,low
17501,reservation_status_date,2015-10-13,13/10/2015,date_format_inconsistency,format_errors,low
31136,reservation_status_date,2016-12-16,16-Dec-2016,date_format_inconsistency,format_errors,low
97339,reservation_status_date,2016-09-15,15/09/2016,date_format_inconsistency,format_errors,low
66461,reservation_status_date,2017-03-26,"March 26, 2017",date_format_inconsistency,format_errors,low
91289,reservation_status_date,2016-06-19,19/06/2016,date_format_inconsistency,format_errors,low
74604,reservation_status_date,2015-01-01,01/01/2015,date_format_inconsistency,format_errors,low
38927,reservation_status_date,2017-08-03,03/08/2017,date_format_inconsistency,format_errors,low
7520,reservation_status_date,2016-07-20,"July 20, 2016",date_format_inconsistency,format_errors,low
85028,reservation_status_date,2016-03-08,"March 08, 2016",date_format_inconsistency,format_errors,low
79218,reservation_status_date,2015-10-23,"October 23, 2015",date_format_inconsistency,format_errors,low
93261,reservation_status_date,2016-07-20,20-Jul-2016,date_format_inconsistency,format_errors,low
89401,reservation_status_date,2016-05-21,2016/05/21,date_format_inconsistency,format_errors,low
53841,reservation_status_date,2016-03-16,2016/03/16,date_format_inconsistency,format_errors,low
13861,reservation_status_date,2017-08-13,13-Aug-2017,date_format_inconsistency,format_errors,low
57131,reservation_status_date,2016-09-13,13-Sep-2016,date_format_inconsistency,format_errors,low
25835,reservation_status_date,2016-07-14,"July 14, 2016",date_format_inconsistency,format_errors,low
66371,reservation_status_date,2016-11-06,11/06/2016,date_format_inconsistency,format_errors,low
35272,reservation_status_date,2017-04-17,"April 17, 2017",date_format_inconsistency,format_errors,low
53814,reservation_status_date,2016-02-27,27/02/2016,date_format_inconsistency,format_errors,low
56775,reservation_status_date,2016-08-26,1472169600,date_format_inconsistency,format_errors,low
45463,reservation_status_date,2015-11-03,"November 03, 2015",date_format_inconsistency,format_errors,low
32525,reservation_status_date,2017-01-29,2017/01/29,date_format_inconsistency,format_errors,low
51010,reservation_status_date,2015-12-18,1450396800,date_format_inconsistency,format_errors,low
64659,reservation_status_date,2016-12-02,"December 02, 2016",date_format_inconsistency,format_errors,low
70058,reservation_status_date,2016-12-13,1481587200,date_format_inconsistency,format_errors,low
34419,reservation_status_date,2017-03-24,"March 24, 2017",date_format_inconsistency,format_errors,low
53292,reservation_status_date,2016-02-09,09/02/2016,date_format_inconsistency,format_errors,low
44406,reservation_status_date,2015-10-07,07/10/2015,date_format_inconsistency,format_errors,low
65560,reservation_status_date,2016-04-17,17/04/2016,date_format_inconsistency,format_errors,low
84297,reservation_status_date,2016-02-23,1456185600,date_format_inconsistency,format_errors,low
7996,reservation_status_date,2016-09-07,"September 07, 2016",date_format_inconsistency,format_errors,low
69275,reservation_status_date,2016-11-25,11/25/2016,date_format_inconsistency,format_errors,low
102099,reservation_status_date,2016-11-23,"November 23, 2016",date_format_inconsistency,format_errors,low
44585,reservation_status_date,2015-10-12,10/12/2015,date_format_inconsistency,format_errors,low
91910,reservation_status_date,2016-06-27,1466985600,date_format_inconsistency,format_errors,low
64217,reservation_status_date,2017-02-02,1485993600,date_format_inconsistency,format_errors,low
56073,reservation_status_date,2016-08-03,03/08/2016,date_format_inconsistency,format_errors,low
20895,reservation_status_date,2016-02-14,2016/02/14,date_format_inconsistency,format_errors,low
28057,reservation_status_date,2016-09-19,"September 19, 2016",date_format_inconsistency,format_errors,low
64502,reservation_status_date,2017-01-10,10/01/2017,date_format_inconsistency,format_errors,low
44951,reservation_status_date,2015-08-31,1440979200,date_format_inconsistency,format_errors,low
104082,reservation_status_date,2017-01-05,05/01/2017,date_format_inconsistency,format_errors,low
45233,reservation_status_date,2015-10-25,10/25/2015,date_format_inconsistency,format_errors,low
78667,reservation_status_date,2015-10-14,14/10/2015,date_format_inconsistency,format_errors,low
95897,reservation_status_date,2017-01-13,"January 13, 2017",date_format_inconsistency,format_errors,low
35925,reservation_status_date,2017-05-05,05-May-2017,date_format_inconsistency,format_errors,low
25754,reservation_status_date,2016-07-10,07/10/2016,date_format_inconsistency,format_errors,low
115933,reservation_status_date,2017-07-13,13/07/2017,date_format_inconsistency,format_errors,low
12085,reservation_status_date,2017-02-01,01/02/2017,date_format_inconsistency,format_errors,low
61296,reservation_status_date,2016-11-22,1479772800,date_format_inconsistency,format_errors,low
64505,reservation_status_date,2017-01-26,2017/01/26,date_format_inconsistency,format_errors,low
46670,reservation_status_date,2016-01-17,1452988800,date_format_inconsistency,format_errors,low
44994,reservation_status_date,2015-10-18,18-Oct-2015,date_format_inconsistency,format_errors,low
23807,reservation_status_date,2017-08-25,25-Aug-2017,date_format_inconsistency,format_errors,low
105745,reservation_status_date,2017-02-15,2017/02/15,date_format_inconsistency,format_errors,low
103932,reservation_status_date,2017-01-05,05-Jan-2017,date_format_inconsistency,format_errors,low
51663,reservation_status_date,2016-01-18,"January 18, 2016",date_format_inconsistency,format_errors,low
7668,reservation_status_date,2016-08-05,08/05/2016,date_format_inconsistency,format_errors,low
84943,reservation_status_date,2016-03-06,"March 06, 2016",date_format_inconsistency,format_errors,low
44891,reservation_status_date,2015-09-16,16/09/2015,date_format_inconsistency,format_errors,low
92855,reservation_status_date,2016-07-13,07/13/2016,date_format_inconsistency,format_errors,low
26705,reservation_status_date,2016-08-08,2016/08/08,date_format_inconsistency,format_errors,low
47935,reservation_status_date,2016-03-06,1457222400,date_format_inconsistency,format_errors,low
20231,reservation_status_date,2016-01-21,21/01/2016,date_format_inconsistency,format_errors,low
113301,reservation_status_date,2017-06-05,05/06/2017,date_format_inconsistency,format_errors,low
7648,reservation_status_date,2016-08-08,08/08/2016,date_format_inconsistency,format_errors,low
96560,reservation_status_date,2016-09-04,2016/09/04,date_format_inconsistency,format_errors,low
19383,reservation_status_date,2015-12-17,12/17/2015,date_format_inconsistency,format_errors,low
75823,reservation_status_date,2015-07-06,07/06/2015,date_format_inconsistency,format_errors,low
569,reservation_status_date,2015-07-20,20/07/2015,date_format_inconsistency,format_errors,low
91133,reservation_status_date,2016-06-17,1466121600,date_format_inconsistency,format_errors,low
105241,reservation_status_date,2017-02-03,"February 03, 2017",date_format_inconsistency,format_errors,low
83223,reservation_status_date,2016-01-25,2016/01/25,date_format_inconsistency,format_errors,low
38718,reservation_status_date,2017-07-28,2017/07/28,date_format_inconsistency,format_errors,low
100591,reservation_status_date,2016-10-30,30/10/2016,date_format_inconsistency,format_errors,low
94531,reservation_status_date,2016-08-06,2016/08/06,date_format_inconsistency,format_errors,low
33209,reservation_status_date,2017-02-17,17-Feb-2017,date_format_inconsistency,format_errors,low
117202,reservation_status_date,2017-07-31,31-Jul-2017,date_format_inconsistency,format_errors,low
98462,reservation_status_date,2016-09-30,09/30/2016,date_format_inconsistency,format_errors,low
32727,reservation_status_date,2017-02-04,1486166400,date_format_inconsistency,format_errors,low
65595,reservation_status_date,2017-01-30,1485734400,date_format_inconsistency,format_errors,low
113189,reservation_status_date,2017-06-04,"June 04, 2017",date_format_inconsistency,format_errors,low
86719,reservation_status_date,2016-04-08,08/04/2016,date_format_inconsistency,format_errors,low
94271,reservation_status_date,2016-08-03,1470182400,date_format_inconsistency,format_errors,low
81773,reservation_status_date,2015-12-18,1450396800,date_format_inconsistency,format_errors,low
81380,reservation_status_date,2016-06-01,01-Jun-2016,date_format_inconsistency,format_errors,low
22637,reservation_status_date,2016-03-31,31-Mar-2016,date_format_inconsistency,format_errors,low
43103,reservation_status_date,2015-08-13,08/13/2015,date_format_inconsistency,format_errors,low
93907,reservation_status_date,2016-07-29,29/07/2016,date_format_inconsistency,format_errors,low
28462,reservation_status_date,2016-10-04,1475539200,date_format_inconsistency,format_errors,low
23881,reservation_status_date,2016-05-06,"May 06, 2016",date_format_inconsistency,format_errors,low
70198,reservation_status_date,2016-12-20,12/20/2016,date_format_inconsistency,format_errors,low
52996,reservation_status_date,2016-01-18,2016/01/18,date_format_inconsistency,format_errors,low
27565,reservation_status_date,2016-09-02,02/09/2016,date_format_inconsistency,format_errors,low
48910,reservation_status_date,2016-03-28,28/03/2016,date_format_inconsistency,format_errors,low
21099,reservation_status_date,2016-02-18,02/18/2016,date_format_inconsistency,format_errors,low
59454,reservation_status_date,2016-09-20,"September 20, 2016",date_format_inconsistency,format_errors,low
118116,reservation_status_date,2017-08-15,"August 15, 2017",date_format_inconsistency,format_errors,low
71914,reservation_status_date,2017-07-03,07/03/2017,date_format_inconsistency,format_errors,low
62024,reservation_status_date,2016-12-27,"December 27, 2016",date_format_inconsistency,format_errors,low
101315,reservation_status_date,2016-11-10,"November 10, 2016",date_format_inconsistency,format_errors,low
95101,reservation_status_date,2016-08-15,15-Aug-2016,date_format_inconsistency,format_errors,low
56671,reservation_status_date,2016-07-12,12-Jul-2016,date_format_inconsistency,format_errors,low
67195,reservation_status_date,2016-09-19,1474243200,date_format_inconsistency,format_errors,low
9407,reservation_status_date,2016-11-11,2016/11/11,date_format_inconsistency,format_errors,low
113375,reservation_status_date,2017-06-06,06/06/2017,date_format_inconsistency,format_errors,low
118278,reservation_status_date,2017-08-18,1503014400,date_format_inconsistency,format_errors,low
76397,reservation_status_date,2015-07-19,19-Jul-2015,date_format_inconsistency,format_errors,low
32933,reservation_status_date,2017-02-10,02/10/2017,date_format_inconsistency,format_errors,low
6819,reservation_status_date,2016-06-23,"June 23, 2016",date_format_inconsistency,format_errors,low
39102,reservation_status_date,2017-08-08,2017/08/08,date_format_inconsistency,format_errors,low
39430,reservation_status_date,2017-08-18,2017/08/18,date_format_inconsistency,format_errors,low
63959,reservation_status_date,2017-02-25,"February 25, 2017",date_format_inconsistency,format_errors,low
119330,reservation_status_date,2017-09-03,03/09/2017,date_format_inconsistency,format_errors,low
48223,reservation_status_date,2016-03-14,03/14/2016,date_format_inconsistency,format_errors,low
17034,reservation_status_date,2015-09-22,22/09/2015,date_format_inconsistency,format_errors,low
65198,reservation_status_date,2017-01-10,2017/01/10,date_format_inconsistency,format_errors,low
102798,reservation_status_date,2016-12-06,06-Dec-2016,date_format_inconsistency,format_errors,low
106361,reservation_status_date,2017-02-24,"February 24, 2017",date_format_inconsistency,format_errors,low
66691,reservation_status_date,2016-12-09,2016/12/09,date_format_inconsistency,format_errors,low
26063,reservation_status_date,2016-07-20,2016/07/20,date_format_inconsistency,format_errors,low
40065,reservation_status_date,2015-06-25,2015/06/25,date_format_inconsistency,format_errors,low
109535,reservation_status_date,2017-04-13,13/04/2017,date_format_inconsistency,format_errors,low
103803,reservation_status_date,2017-01-01,01-Jan-2017,date_format_inconsistency,format_errors,low
100163,reservation_status_date,2016-10-24,1477267200,date_format_inconsistency,format_errors,low
40066,reservation_status_date,2015-07-05,2015/07/05,date_format_inconsistency,format_errors,low
102981,reservation_status_date,2016-12-11,12/11/2016,date_format_inconsistency,format_errors,low
104324,reservation_status_date,2017-01-12,"January 12, 2017",date_format_inconsistency,format_errors,low
93955,reservation_status_date,2016-07-29,1469750400,date_format_inconsistency,format_errors,low
63699,reservation_status_date,2016-08-14,14/08/2016,date_format_inconsistency,format_errors,low
98274,reservation_status_date,2016-09-27,27-Sep-2016,date_format_inconsistency,format_errors,low
42969,reservation_status_date,2015-09-05,05/09/2015,date_format_inconsistency,format_errors,low
22543,reservation_status_date,2016-03-28,1459123200,date_format_inconsistency,format_errors,low
34219,reservation_status_date,2017-03-17,17/03/2017,date_format_inconsistency,format_errors,low
56424,reservation_status_date,2016-08-13,13/08/2016,date_format_inconsistency,format_errors,low
15435,reservation_status_date,2015-07-16,07/16/2015,date_format_inconsistency,format_errors,low
30953,reservation_status_date,2016-12-10,12/10/2016,date_format_inconsistency,format_errors,low
9850,reservation_status_date,2017-01-12,"January 12, 2017",date_format_inconsistency,format_errors,low
88236,reservation_status_date,2016-05-03,05/03/2016,date_format_inconsistency,format_errors,low
35560,reservation_status_date,2017-04-27,"April 27, 2017",date_format_inconsistency,format_errors,low
56264,reservation_status_date,2016-08-23,23-Aug-2016,date_format_inconsistency,format_errors,low
60280,reservation_status_date,2016-04-04,04-Apr-2016,date_format_inconsistency,format_errors,low
93532,reservation_status_date,2016-07-23,1469232000,date_format_inconsistency,format_errors,low
105171,reservation_status_date,2017-02-01,"February 01, 2017",date_format_inconsistency,format_errors,low
101227,reservation_status_date,2016-11-09,09-Nov-2016,date_format_inconsistency,format_errors,low
34554,reservation_status_date,2017-03-29,2017/03/29,date_format_inconsistency,format_errors,low
40099,reservation_status_date,2015-07-06,07/06/2015,date_format_inconsistency,format_errors,low
5897,reservation_status_date,2016-05-18,2016/05/18,date_format_inconsistency,format_errors,low
76045,reservation_status_date,2015-07-06,1436140800,date_format_inconsistency,format_errors,low
89809,reservation_status_date,2016-05-26,05/26/2016,date_format_inconsistency,format_errors,low
26551,reservation_status_date,2016-08-04,08/04/2016,date_format_inconsistency,format_errors,low
91770,reservation_status_date,2016-06-26,"June 26, 2016",date_format_inconsistency,format_errors,low
70127,reservation_status_date,2017-03-15,03/15/2017,date_format_inconsistency,format_errors,low
52760,reservation_status_date,2016-05-09,09-May-2016,date_format_inconsistency,format_errors,low
16459,reservation_status_date,2015-08-30,1440892800,date_format_inconsistency,format_errors,low
11627,reservation_status_date,2017-01-25,25-Jan-2017,date_format_inconsistency,format_errors,low
3605,reservation_status_date,2015-12-28,28/12/2015,date_format_inconsistency,format_errors,low
56016,reservation_status_date,2016-05-16,05/16/2016,date_format_inconsistency,format_errors,low
86032,reservation_status_date,2016-03-26,2016/03/26,date_format_inconsistency,format_errors,low
80568,reservation_status_date,2015-11-19,11/19/2015,date_format_inconsistency,format_errors,low
52153,reservation_status_date,2016-04-11,11-Apr-2016,date_format_inconsistency,format_errors,low
59648,reservation_status_date,2016-07-29,2016/07/29,date_format_inconsistency,format_errors,low
76208,reservation_status_date,2015-07-09,07/09/2015,date_format_inconsistency,format_errors,low
95519,reservation_status_date,2016-08-20,20-Aug-2016,date_format_inconsistency,format_errors,low
46954,reservation_status_date,2016-01-23,"January 23, 2016",date_format_inconsistency,format_errors,low
49820,reservation_status_date,2016-01-28,28/01/2016,date_format_inconsistency,format_errors,low
108557,reservation_status_date,2017-03-29,"March 29, 2017",date_format_inconsistency,format_errors,low
64914,reservation_status_date,2017-03-06,"March 06, 2017",date_format_inconsistency,format_errors,low
107627,reservation_status_date,2017-03-16,16/03/2017,date_format_inconsistency,format_errors,low
106969,reservation_status_date,2017-03-05,1488672000,date_format_inconsistency,format_errors,low
46460,reservation_status_date,2015-11-04,04-Nov-2015,date_format_inconsistency,format_errors,low
42278,reservation_status_date,2015-08-20,20/08/2015,date_format_inconsistency,format_errors,low
10133,reservation_status_date,2016-11-18,1479427200,date_format_inconsistency,format_errors,low
56645,reservation_status_date,2016-03-15,1458000000,date_format_inconsistency,format_errors,low
104300,reservation_status_date,2017-01-11,11/01/2017,date_format_inconsistency,format_errors,low
83715,reservation_status_date,2016-02-10,10/02/2016,date_format_inconsistency,format_errors,low
33733,reservation_status_date,2017-03-02,"March 02, 2017",date_format_inconsistency,format_errors,low
93446,reservation_status_date,2016-07-22,22-Jul-2016,date_format_inconsistency,format_errors,low
118666,reservation_status_date,2017-08-24,2017/08/24,date_format_inconsistency,format_errors,low
98565,reservation_status_date,2016-10-02,"October 02, 2016",date_format_inconsistency,format_errors,low
74526,reservation_status_date,2015-01-01,01-Jan-2015,date_format_inconsistency,format_errors,low
89105,reservation_status_date,2016-05-17,17/05/2016,date_format_inconsistency,format_errors,low
102001,reservation_status_date,2016-11-21,21-Nov-2016,date_format_inconsistency,format_errors,low
72780,reservation_status_date,2017-04-23,1492905600,date_format_inconsistency,format_errors,low
87673,reservation_status_date,2016-04-24,24-Apr-2016,date_format_inconsistency,format_errors,low
97613,reservation_status_date,2016-09-18,"September 18, 2016",date_format_inconsistency,format_errors,low
45955,reservation_status_date,2015-09-07,09/07/2015,date_format_inconsistency,format_errors,low
9955,reservation_status_date,2016-07-29,1469750400,date_format_inconsistency,format_errors,low
51520,reservation_status_date,2016-05-05,05/05/2016,date_format_inconsistency,format_errors,low
22860,reservation_status_date,2016-04-09,04/09/2016,date_format_inconsistency,format_errors,low
18958,reservation_status_date,2015-12-04,04/12/2015,date_format_inconsistency,format_errors,low
23369,reservation_status_date,2016-04-24,1461456000,date_format_inconsistency,format_errors,low
38189,reservation_status_date,2017-07-11,"July 11, 2017",date_format_inconsistency,format_errors,low
99032,reservation_status_date,2016-10-08,1475884800,date_format_inconsistency,format_errors,low
50856,reservation_status_date,2016-05-12,12-May-2016,date_format_inconsistency,format_errors,low
68760,reservation_status_date,2017-04-25,25-Apr-2017,date_format_inconsistency,format_errors,low
444,reservation_status_date,2015-07-19,19-Jul-2015,date_format_inconsistency,format_errors,low
40297,reservation_status_date,2015-07-24,07/24/2015,date_format_inconsistency,format_errors,low
117319,reservation_status_date,2017-08-09,09-Aug-2017,date_format_inconsistency,format_errors,low
82482,reservation_status_date,2016-01-01,2016/01/01,date_format_inconsistency,format_errors,low
8765,reservation_status_date,2016-10-17,1476662400,date_format_inconsistency,format_errors,low
40549,reservation_status_date,2015-07-30,30-Jul-2015,date_format_inconsistency,format_errors,low
95516,reservation_status_date,2016-08-20,1471651200,date_format_inconsistency,format_errors,low
32782,reservation_status_date,2017-02-05,1486252800,date_format_inconsistency,format_errors,low
2971,reservation_status_date,2015-10-23,23-Oct-2015,date_format_inconsistency,format_errors,low
43501,reservation_status_date,2015-07-06,"July 06, 2015",date_format_inconsistency,format_errors,low
105798,reservation_status_date,2017-02-16,16/02/2017,date_format_inconsistency,format_errors,low
15763,reservation_status_date,2015-08-01,08/01/2015,date_format_inconsistency,format_errors,low
13969,reservation_status_date,2016-04-27,1461715200,date_format_inconsistency,format_errors,low
106132,reservation_status_date,2017-02-22,22/02/2017,date_format_inconsistency,format_errors,low
98124,reservation_status_date,2016-09-25,"September 25, 2016",date_format_inconsistency,format_errors,low
115291,reservation_status_date,2017-07-04,2017/07/04,date_format_inconsistency,format_errors,low
79591,reservation_status_date,2015-10-30,10/30/2015,date_format_inconsistency,format_errors,low
29884,reservation_status_date,2016-11-08,1478563200,date_format_inconsistency,format_errors,low
70818,reservation_status_date,2017-05-04,04-May-2017,date_format_inconsistency,format_errors,low
18108,reservation_status_date,2015-11-05,05/11/2015,date_format_inconsistency,format_errors,low
62284,reservation_status_date,2016-12-14,12/14/2016,date_format_inconsistency,format_errors,low
42286,reservation_status_date,2015-08-20,2015/08/20,date_format_inconsistency,format_errors,low
94453,reservation_status_date,2016-08-05,1470355200,date_format_inconsistency,format_errors,low
54338,reservation_status_date,2016-04-21,1461196800,date_format_inconsistency,format_errors,low
85798,reservation_status_date,2016-03-22,1458604800,date_format_inconsistency,format_errors,low
73155,reservation_status_date,2017-07-23,23/07/2017,date_format_inconsistency,format_errors,low
63702,reservation_status_date,2017-02-07,2017/02/07,date_format_inconsistency,format_errors,low
75247,reservation_status_date,2015-07-02,02/07/2015,date_format_inconsistency,format_errors,low
1805,reservation_status_date,2015-09-17,17/09/2015,date_format_inconsistency,format_errors,low
43097,reservation_status_date,2015-09-21,2015/09/21,date_format_inconsistency,format_errors,low
113743,reservation_status_date,2017-06-11,"June 11, 2017",date_format_inconsistency,format_errors,low
9184,reservation_status_date,2016-10-18,18-Oct-2016,date_format_inconsistency,format_errors,low
74835,reservation_status_date,2015-05-14,1431561600,date_format_inconsistency,format_errors,low
52395,reservation_status_date,2016-01-26,26/01/2016,date_format_inconsistency,format_errors,low
11419,reservation_status_date,2016-12-17,17-Dec-2016,date_format_inconsistency,format_errors,low
114969,reservation_status_date,2017-06-30,1498780800,date_format_inconsistency,format_errors,low
4713,reservation_status_date,2016-03-28,"March 28, 2016",date_format_inconsistency,format_errors,low
54445,reservation_status_date,2016-04-17,17-Apr-2016,date_format_inconsistency,format_errors,low
45254,reservation_status_date,2015-10-28,"October 28, 2015",date_format_inconsistency,format_errors,low
36920,reservation_status_date,2017-06-02,1496361600,date_format_inconsistency,format_errors,low
69007,reservation_status_date,2016-10-22,22/10/2016,date_format_inconsistency,format_errors,low
77341,reservation_status_date,2015-12-09,1449619200,date_format_inconsistency,format_errors,low
59025,reservation_status_date,2016-09-22,2016/09/22,date_format_inconsistency,format_errors,low
28352,reservation_status_date,2016-09-30,2016/09/30,date_format_inconsistency,format_errors,low
85325,reservation_status_date,2016-03-13,"March 13, 2016",date_format_inconsistency,format_errors,low
13187,reservation_status_date,2017-07-21,21-Jul-2017,date_format_inconsistency,format_errors,low
77508,reservation_status_date,2015-09-22,"September 22, 2015",date_format_inconsistency,format_errors,low
70297,reservation_status_date,2016-11-25,11/25/2016,date_format_inconsistency,format_errors,low
70580,reservation_status_date,2017-06-08,1496880000,date_format_inconsistency,format_errors,low
93226,reservation_status_date,2016-07-19,19-Jul-2016,date_format_inconsistency,format_errors,low
3541,reservation_status_date,2015-12-02,2015/12/02,date_format_inconsistency,format_errors,low
99749,reservation_status_date,2016-10-17,17/10/2016,date_format_inconsistency,format_errors,low
52990,reservation_status_date,2016-05-25,2016/05/25,date_format_inconsistency,format_errors,low
29183,reservation_status_date,2016-10-23,23-Oct-2016,date_format_inconsistency,format_errors,low
29984,reservation_status_date,2016-11-11,1478822400,date_format_inconsistency,format_errors,low
27232,reservation_status_date,2016-08-23,23/08/2016,date_format_inconsistency,format_errors,low
2861,reservation_status_date,2015-11-04,04-Nov-2015,date_format_inconsistency,format_errors,low
113416,reservation_status_date,2017-06-07,07-Jun-2017,date_format_inconsistency,format_errors,low
117130,reservation_status_date,2017-07-30,30-Jul-2017,date_format_inconsistency,format_errors,low
62717,reservation_status_date,2016-12-28,28/12/2016,date_format_inconsistency,format_errors,low
32595,reservation_status_date,2017-01-30,"January 30, 2017",date_format_inconsistency,format_errors,low
37230,reservation_status_date,2017-06-11,06/11/2017,date_format_inconsistency,format_errors,low
108569,reservation_status_date,2017-03-29,29-Mar-2017,date_format_inconsistency,format_errors,low
86663,reservation_status_date,2016-04-07,04/07/2016,date_format_inconsistency,format_errors,low
73569,reservation_status_date,2017-08-06,"August 06, 2017",date_format_inconsistency,format_errors,low
115152,reservation_status_date,2017-07-02,02-Jul-2017,date_format_inconsistency,format_errors,low
118244,reservation_status_date,2017-08-17,17/08/2017,date_format_inconsistency,format_errors,low
27708,reservation_status_date,2016-09-08,2016/09/08,date_format_inconsistency,format_errors,low
62094,reservation_status_date,2016-12-29,2016/12/29,date_format_inconsistency,format_errors,low
62875,reservation_status_date,2016-11-25,25/11/2016,date_format_inconsistency,format_errors,low
33597,reservation_status_date,2017-02-27,27/02/2017,date_format_inconsistency,format_errors,low
107182,reservation_status_date,2017-03-09,1489017600,date_format_inconsistency,format_errors,low
116226,reservation_status_date,2017-07-17,07/17/2017,date_format_inconsistency,format_errors,low
70361,reservation_status_date,2017-02-19,1487462400,date_format_inconsistency,format_errors,low
19764,reservation_status_date,2017-06-10,"June 10, 2017",date_format_inconsistency,format_errors,low
50781,reservation_status_date,2016-03-01,"March 01, 2016",date_format_inconsistency,format_errors,low
110860,reservation_status_date,2017-05-02,05/02/2017,date_format_inconsistency,format_errors,low
118993,reservation_status_date,2017-08-28,28-Aug-2017,date_format_inconsistency,format_errors,low
42893,reservation_status_date,2015-09-13,13/09/2015,date_format_inconsistency,format_errors,low
101415,reservation_status_date,2016-11-12,"November 12, 2016",date_format_inconsistency,format_errors,low
60298,reservation_status_date,2016-04-04,"April 04, 2016",date_format_inconsistency,format_errors,low
15753,reservation_status_date,2015-08-01,01/08/2015,date_format_inconsistency,format_errors,low
28555,reservation_status_date,2016-10-06,"October 06, 2016",date_format_inconsistency,format_errors,low
94915,reservation_status_date,2016-08-12,12-Aug-2016,date_format_inconsistency,format_errors,low
38831,reservation_status_date,2017-07-31,2017/07/31,date_format_inconsistency,format_errors,low
59391,reservation_status_date,2016-10-19,19/10/2016,date_format_inconsistency,format_errors,low
49950,reservation_status_date,2015-10-21,1445385600,date_format_inconsistency,format_errors,low
0,reservation_status_date,2015-07-01,1435708800,date_format_inconsistency,format_errors,low
57976,reservation_status_date,2016-08-28,2016/08/28,date_format_inconsistency,format_errors,low
36150,reservation_status_date,2017-05-12,1494547200,date_format_inconsistency,format_errors,low
58268,reservation_status_date,2016-09-15,"September 15, 2016",date_format_inconsistency,format_errors,low
118575,reservation_status_date,2017-08-23,2017/08/23,date_format_inconsistency,format_errors,low
